menu_item_id,quantity,event_type,actual_cost,predicted_cost,error,abs_error,pct_error,category,qty_range
ITEM-023,35,Wedding,19485.93,21086.17672499999,1600.24672499999,1600.24672499999,8.21231896553046,Veg Main Course,1-50
ITEM-014,32,Birthday,1518.92,1634.3810500000022,115.46105000000216,115.46105000000216,7.601522792510609,Veg Main Course,1-50
ITEM-018,56,Birthday,21708.02,22066.005798703536,357.9857987035357,357.9857987035357,1.649094660422902,Veg Main Course,51-100
ITEM-002,107,Birthday,228838.08,252768.76844999965,23930.688449999667,23930.688449999667,10.457476504784372,Non-Veg Main Course,101-200
ITEM-012,29,Wedding,13773.01,12695.853143102864,-1077.156856897136,1077.156856897136,7.8207803297691365,Veg Main Course,1-50
ITEM-018,57,Corporate,21851.04,20244.511474125047,-1606.5285258749536,1606.5285258749536,7.352183355460213,Veg Main Course,51-100
ITEM-015,15,Wedding,714.56,761.5321250000001,46.97212500000012,46.97212500000012,6.573573247872834,Veg Main Course,1-50
ITEM-034,15,Corporate,751.99,739.5722791666678,-12.417720833332169,12.417720833332169,1.6513146229779876,Veg Main Course,1-50
ITEM-005,97,Corporate,120119282.16,155562918.53640002,35443636.37640002,35443636.37640002,29.50703312494723,Breakfast,51-100
ITEM-005,12,Birthday,17388913.38,30062865.825300034,12673952.445300035,12673952.445300035,72.88524687159052,Breakfast,1-50
ITEM-034,58,Wedding,2966.0,2896.425450000001,-69.57454999999891,69.57454999999891,2.345736682400503,Veg Main Course,51-100
ITEM-004,42,Wedding,153004409.42,138795856.98499984,-14208552.435000151,14208552.435000151,9.286367947735027,Non-Veg Main Course,1-50
ITEM-012,37,Wedding,15360.17,15499.006233722786,138.83623372278635,138.83623372278635,0.9038717261774208,Veg Main Course,1-50
ITEM-020,207,Wedding,65933.47,77128.77550000003,11195.305500000031,11195.305500000031,16.97970014318984,Veg Main Course,201-500
ITEM-012,13,Wedding,5719.48,5287.171424242426,-432.30857575757364,432.30857575757364,7.558529372557884,Veg Main Course,1-50
ITEM-022,37,Wedding,17061.47,15610.554768342758,-1450.9152316572436,1450.9152316572436,8.504045851015436,Veg Main Course,1-50
ITEM-022,12,Corporate,4289.58,4826.04559612146,536.4655961214603,536.4655961214603,12.50624993872268,Veg Main Course,1-50
ITEM-014,26,Wedding,1177.6,1260.984303333334,83.38430333333417,83.38430333333417,7.080868149909492,Veg Main Course,1-50
ITEM-015,142,Wedding,7817.24,7185.212700000007,-632.0272999999925,632.0272999999925,8.08504408205444,Veg Main Course,101-200
ITEM-017,66,Birthday,3341.93,3536.613549999998,194.68354999999838,194.68354999999838,5.825482580425036,Veg Main Course,51-100
ITEM-026,20,Birthday,8788.88,8130.3551529166625,-658.5248470833367,658.5248470833367,7.492704953115036,Veg Main Course,1-50
ITEM-003,14,Other,10168.72,12814.88045999999,2646.16045999999,2646.16045999999,26.022552100952627,Rice,1-50
ITEM-019,9,Birthday,5637.43,6909.099699999997,1271.6696999999967,1271.6696999999967,22.55761401915406,Veg Main Course,1-50
ITEM-023,143,Birthday,76082.48,66973.7708,-9108.709199999998,9108.709199999998,11.972150750080699,Veg Main Course,101-200
ITEM-013,8,Other,3623.12,3105.954550000003,-517.1654499999968,517.1654499999968,14.274035913797963,Veg Main Course,1-50
ITEM-021,16,Wedding,15241.11,16551.893892857166,1310.7838928571655,1310.7838928571655,8.600317777754805,Veg Main Course,1-50
ITEM-020,204,Wedding,81230.08,81863.74750000007,633.6675000000687,633.6675000000687,0.7800897155340345,Veg Main Course,201-500
ITEM-018,53,Wedding,20913.34,21337.761003820942,424.42100382094213,424.42100382094213,2.0294271685964183,Veg Main Course,51-100
ITEM-005,11,Corporate,17480671.91,33353851.66160005,15873179.75160005,15873179.75160005,90.80417408051478,Breakfast,1-50
ITEM-001,22,Birthday,76489.1,57234.67255000005,-19254.42744999996,19254.42744999996,25.172772917971265,Non-Veg Main Course,1-50
ITEM-012,55,Wedding,23315.18,20358.48055870832,-2956.6994412916792,2956.6994412916792,12.68143519068555,Veg Main Course,51-100
ITEM-034,27,Birthday,1417.67,1464.905700000004,47.23570000000382,47.23570000000382,3.3319249190575952,Veg Main Course,1-50
ITEM-024,30,Birthday,12102.46,12521.290142527057,418.83014252705834,418.83014252705834,3.4607025557370843,Veg Main Course,1-50
ITEM-012,19,Other,8276.87,8102.810435000008,-174.0595649999932,174.0595649999932,2.102963620305661,Veg Main Course,1-50
ITEM-034,51,Wedding,2015.07,2497.4953125000015,482.4253125000016,482.4253125000016,23.94087116080343,Veg Main Course,51-100
ITEM-019,21,Other,14321.8,13415.399091666672,-906.4009083333276,906.4009083333276,6.328819759620492,Veg Main Course,1-50
ITEM-005,59,Other,84166467.27,138468766.5685498,54302299.298549816,54302299.298549816,64.51773617199821,Breakfast,51-100
ITEM-018,45,Wedding,16780.1,17118.503245659365,338.4032456593668,338.4032456593668,2.0166938555751566,Veg Main Course,1-50
ITEM-002,40,Other,80316.24,137221.33405000015,56905.094050000145,56905.094050000145,70.85129240362863,Non-Veg Main Course,1-50
ITEM-034,31,Birthday,1426.88,1545.5181500000012,118.63815000000113,118.63815000000113,8.314514885624657,Veg Main Course,1-50
ITEM-025,10,Corporate,3772.93,3930.379889583335,157.44988958333533,157.44988958333533,4.173146323502831,Veg Main Course,1-50
ITEM-014,13,Corporate,590.5,678.2720999999999,87.77209999999991,87.77209999999991,14.864030482641812,Veg Main Course,1-50
ITEM-005,35,Birthday,52865666.45,62940016.15765,10074349.707649998,10074349.707649998,19.056507529661527,Breakfast,1-50
ITEM-001,19,Wedding,66109.09,55643.69500000009,-10465.39499999991,10465.39499999991,15.830493204489596,Non-Veg Main Course,1-50
ITEM-011,8,Corporate,3581.98,3363.5972749999955,-218.38272500000448,218.38272500000448,6.096704197120154,Veg Main Course,1-50
ITEM-001,44,Wedding,171439.78,159887.39260000028,-11552.387399999716,11552.387399999716,6.738452067542151,Non-Veg Main Course,1-50
ITEM-003,38,Wedding,33302.19,31154.870275000016,-2147.3197249999866,2147.3197249999866,6.44798352600831,Rice,1-50
ITEM-005,38,Wedding,60707075.76,60637673.22330001,-69402.53669998795,69402.53669998795,0.11432363662905569,Breakfast,1-50
ITEM-020,167,Wedding,64839.45,70809.62659999997,5970.176599999977,5970.176599999977,9.207629922832439,Veg Main Course,101-200
ITEM-014,35,Wedding,1540.38,1909.288975,368.9089749999998,368.9089749999998,23.94921869928198,Veg Main Course,1-50
ITEM-020,92,Wedding,40030.01,38433.14463666662,-1596.8653633333815,1596.8653633333815,3.989170533140965,Veg Main Course,51-100
ITEM-019,45,Wedding,30056.69,30076.934933333298,20.24493333329883,20.24493333329883,0.0673558310422699,Veg Main Course,1-50
ITEM-034,7,Birthday,288.0,377.8845000000001,89.88450000000012,89.88450000000012,31.209895833333373,Veg Main Course,1-50
ITEM-034,23,Wedding,1097.74,1224.645350000001,126.90535000000091,126.90535000000091,11.560601781842777,Veg Main Course,1-50
ITEM-001,78,Wedding,343178.84,185656.23715000012,-157522.6028499999,157522.6028499999,45.90102433180318,Non-Veg Main Course,51-100
ITEM-004,39,Other,149107842.71,123238961.36654979,-25868881.34345022,25868881.34345022,17.3491084528415,Non-Veg Main Course,1-50
ITEM-018,6,Wedding,2743.25,2885.6951083333365,142.44510833333652,142.44510833333652,5.192567514201641,Veg Main Course,1-50
ITEM-019,32,Wedding,19703.14,20298.76241666667,595.6224166666689,595.6224166666689,3.022982208250405,Veg Main Course,1-50
ITEM-023,31,Birthday,15852.92,18408.378988311706,2555.458988311706,2555.458988311706,16.119799937877097,Veg Main Course,1-50
ITEM-016,62,Wedding,3135.66,2993.7686000000044,-141.89139999999543,141.89139999999543,4.5250888170272106,Veg Main Course,51-100
ITEM-004,8,Birthday,29158728.47,47154334.21535005,17995605.745350048,17995605.745350048,61.716016745602786,Non-Veg Main Course,1-50
ITEM-022,83,Corporate,38319.76,32931.404635208324,-5388.355364791678,5388.355364791678,14.06155822685653,Veg Main Course,51-100
ITEM-021,12,Corporate,12899.79,13452.776224999998,552.9862249999969,552.9862249999969,4.286784707347925,Veg Main Course,1-50
ITEM-025,74,Corporate,31252.03,29722.026499484098,-1530.0035005159007,1530.0035005159007,4.8956931774220775,Veg Main Course,51-100
ITEM-013,27,Wedding,12294.66,11521.39865230463,-773.2613476953702,773.2613476953702,6.289408147076618,Veg Main Course,1-50
ITEM-025,29,Birthday,12840.62,12621.294248328746,-219.3257516712547,219.3257516712547,1.7080620069066343,Veg Main Course,1-50
ITEM-020,22,Other,9038.86,8049.758281250003,-989.1017187499974,989.1017187499974,10.942770645302586,Veg Main Course,1-50
ITEM-023,215,Corporate,112918.56,82942.84875000016,-29975.711249999833,29975.711249999833,26.546310234561826,Veg Main Course,201-500
ITEM-017,17,Wedding,778.84,914.8776083333333,136.0376083333333,136.0376083333333,17.466695127796893,Veg Main Course,1-50
ITEM-015,17,Birthday,871.17,921.0849548611118,49.91495486111182,49.91495486111182,5.729645747800294,Veg Main Course,1-50
ITEM-023,10,Birthday,7531.15,5423.723133333326,-2107.426866666674,2107.426866666674,27.982802980509934,Veg Main Course,1-50
ITEM-003,98,Wedding,82258.07,94221.72114999994,11963.651149999932,11963.651149999932,14.544045526475314,Rice,51-100
ITEM-016,18,Wedding,882.42,916.2341270833334,33.81412708333346,33.81412708333346,3.8319765058966775,Veg Main Course,1-50
ITEM-010,48,Other,2266.88,2573.965045454545,307.0850454545448,307.0850454545448,13.546594678789562,Veg Main Course,1-50
ITEM-012,40,Birthday,17260.2,16883.86348847403,-376.3365115259694,376.3365115259694,2.1803716731322313,Veg Main Course,1-50
ITEM-015,19,Other,927.28,975.2515383333338,47.9715383333338,47.9715383333338,5.173360617433116,Veg Main Course,1-50
ITEM-010,22,Corporate,996.78,1071.3018962499998,74.52189624999983,74.52189624999983,7.476263192479768,Veg Main Course,1-50
ITEM-012,21,Birthday,8718.64,8042.309030833341,-676.3309691666582,676.3309691666582,7.75729894991258,Veg Main Course,1-50
